"row","column","cor","p"
"Circularity_CoV","Min.diameter.um_Mean",-0.225332300738095,0.00468059370289531
"Solidity_Min","Min.diameter.um_Mean",0.0658558038198119,0.414036648397013
"Solidity_Mean","Min.diameter.um_Mean",0.270439853961531,0.000639039851197509
"Solidity_CoV","Min.diameter.um_Mean",-0.281098765627223,0.000378505805464169
"Max.diameter.um_Max","Min.diameter.um_Mean",0.199048537244551,0.0127348218001435
"Max.diameter.um_Min","Min.diameter.um_Mean",0.620693415690012,0
"Max.diameter.um_Mean","Min.diameter.um_Mean",0.889725150542903,0
"Max.diameter.um_CoV","Min.diameter.um_Mean",-0.268160768756618,0.000712825633931047
"Min.diameter.um_Max","Min.diameter.um_Mean",0.199320383746108,0.012610906471143
"Min.diameter.um_Min","Min.diameter.um_Mean",0.445201154716482,5.77052716721482e-09
"Area.um.2_Max","Min.diameter.um_CoV",0.445727110366519,5.51039858187607e-09
"Area.um.2_Min","Min.diameter.um_CoV",-0.0486494987036067,0.546440553944245
"Area.um.2_Mean","Min.diameter.um_CoV",0.285679063077871,0.000300266499729585
"Area.um.2_CoV","Min.diameter.um_CoV",0.801646884038501,0
"Length.um_Max","Min.diameter.um_CoV",0.433399187621501,1.59181683390131e-08
"Length.um_Min","Min.diameter.um_CoV",-0.050623508400373,0.530262844325696
"Length.um_Mean","Min.diameter.um_CoV",0.233139985143273,0.00340086511526616
"Length.um_CoV","Min.diameter.um_CoV",0.898825686333391,0
"Circularity_Max","Min.diameter.um_CoV",0.258002308229462,0.00114691069768336
"Circularity_Min","Min.diameter.um_CoV",-0.265860606996619,0.000795171251339877
"Circularity_Mean","Min.diameter.um_CoV",-0.335837903620932,1.81891384509747e-05
"Circularity_CoV","Min.diameter.um_CoV",0.36248202177933,3.31730843194933e-06
"Solidity_Min","Min.diameter.um_CoV",-0.239487719730079,0.00260313724229411
"Solidity_Mean","Min.diameter.um_CoV",-0.27628139273917,0.000480843926919494
"Solidity_CoV","Min.diameter.um_CoV",0.215707037979485,0.0068422494232796
"Max.diameter.um_Max","Min.diameter.um_CoV",0.477729133410251,2.85834467206314e-10
"Max.diameter.um_Min","Min.diameter.um_CoV",-0.0829307651156061,0.303362868889755
"Max.diameter.um_Mean","Min.diameter.um_CoV",0.264253765548197,0.000857787781829877
"Max.diameter.um_CoV","Min.diameter.um_CoV",0.81834331684342,0
"Min.diameter.um_Max","Min.diameter.um_CoV",0.447930331431461,4.53833770563961e-09
"Min.diameter.um_Min","Min.diameter.um_CoV",-0.00293025472195467,0.971039482557903
"Min.diameter.um_Mean","Min.diameter.um_CoV",0.129041741082012,0.108386374186783
"Area.um.2_Max","chullLength_Max",0.50738885113243,1.38233868796078e-11
"Area.um.2_Min","chullLength_Max",-0.099770905921311,0.215267511564495
"Area.um.2_Mean","chullLength_Max",0.0781874792558992,0.331950058415144
"Area.um.2_CoV","chullLength_Max",0.447690094988225,4.63571159237119e-09
"Length.um_Max","chullLength_Max",0.49095162080574,7.67732544204591e-11
"Length.um_Min","chullLength_Max",-0.0518563006748747,0.520283324662095
"Length.um_Mean","chullLength_Max",0.0500513663447709,0.534926850441246
"Length.um_CoV","chullLength_Max",0.386138989426435,6.40601230061932e-07
"Circularity_Max","chullLength_Max",0.137778076342679,0.0863090416470786
"Circularity_Min","chullLength_Max",-0.0768838681387209,0.34009929730636
"Circularity_Mean","chullLength_Max",-0.05124938755512,0.525184312531916
"Circularity_CoV","chullLength_Max",0.106424744353653,0.186064012704056
"Solidity_Min","chullLength_Max",-0.0945787145841444,0.240226096579467
"Solidity_Mean","chullLength_Max",-0.207459973763652,0.00935854926536828
"Solidity_CoV","chullLength_Max",0.204061892494192,0.0106133142127098
"Max.diameter.um_Max","chullLength_Max",0.54773592957279,1.36335387423969e-13
"Max.diameter.um_Min","chullLength_Max",-0.118972639059237,0.139066554003055
"Max.diameter.um_Mean","chullLength_Max",0.0449463419260009,0.577427402234509
"Max.diameter.um_CoV","chullLength_Max",0.347954038975202,8.55193078064254e-06
"Min.diameter.um_Max","chullLength_Max",0.463156896524474,1.142172356694e-09
"Min.diameter.um_Min","chullLength_Max",-0.0331558163738754,0.681146971297224
"Min.diameter.um_Mean","chullLength_Max",0.0478671113148204,0.552918825226016
"Min.diameter.um_CoV","chullLength_Max",0.360029081253655,3.90529688720775e-06
"Area.um.2_Max","chullLength_Min",-0.0197057103570356,0.8071003255873
"Area.um.2_Min","chullLength_Min",0.302445277019011,0.000124330287291308
"Area.um.2_Mean","chullLength_Min",0.219007128068151,0.00601748735249297
"Area.um.2_CoV","chullLength_Min",-0.0546063757487633,0.498371973488288
"Length.um_Max","chullLength_Min",-0.0183749269017401,0.819897971578603
"Length.um_Min","chullLength_Min",0.386847054732816,6.08602214846599e-07
"Length.um_Mean","chullLength_Min",0.22141897551801,0.00547205526952776
"Length.um_CoV","chullLength_Min",-0.059806230342495,0.458307798175082
"Circularity_Max","chullLength_Min",0.119879604897285,0.136057410586334
"Circularity_Min","chullLength_Min",0.0251980575544378,0.754856571987246
"Circularity_Mean","chullLength_Min",0.0556337026441814,0.490313194772908
"Circularity_CoV","chullLength_Min",0.0265176779251158,0.742458227837954
"Solidity_Min","chullLength_Min",0.0556076690376663,0.490516552613796
"Solidity_Mean","chullLength_Min",-0.0784972578274407,0.330032074344196
"Solidity_CoV","chullLength_Min",0.0754943022869877,0.348924424223431
"Max.diameter.um_Max","chullLength_Min",0.022620157734191,0.779255535532601
"Max.diameter.um_Min","chullLength_Min",0.301993730130917,0.000127408769249548
"Max.diameter.um_Mean","chullLength_Min",0.207655956125239,0.00929035460432504
"Max.diameter.um_CoV","chullLength_Min",-0.0966983294084178,0.229803699335243
"Min.diameter.um_Max","chullLength_Min",-0.00187131545257701,0.981502889924875
"Min.diameter.um_Min","chullLength_Min",0.228280119075255,0.00415389237930586
"Min.diameter.um_Mean","chullLength_Min",0.232223293451976,0.00353270674678208
"Min.diameter.um_CoV","chullLength_Min",0.0180999193943513,0.822548667367812
"chullLength_Max","chullLength_Min",0.677150669342985,0
"Area.um.2_Max","chullLength_Mean",0.0231448847023123,0.774270811719582
"Area.um.2_Min","chullLength_Mean",0.186015857198346,0.0200729340230699
"Area.um.2_Mean","chullLength_Mean",0.416155900807637,6.54967466928724e-08
"Area.um.2_CoV","chullLength_Mean",-0.00111583505871568,0.988969842662243
"Length.um_Max","chullLength_Mean",0.0304057150985444,0.706322150516429
"Length.um_Min","chullLength_Mean",0.212697760427368,0.00768046456540628
"Length.um_Mean","chullLength_Mean",0.403404403281124,1.7736345547803e-07
"Length.um_CoV","chullLength_Mean",0.0562153277172796,0.485781641260715
"Circularity_Max","chullLength_Mean",0.266137402210914,0.000784818939669307
"Circularity_Min","chullLength_Mean",0.0165653165168452,0.837376168616922
"Circularity_Mean","chullLength_Mean",0.0815602724787027,0.311450992506058
"Circularity_CoV","chullLength_Mean",0.0399487917055207,0.620497710689057
"Solidity_Min","chullLength_Mean",0.00457088306446099,0.954838776998795
"Solidity_Mean","chullLength_Mean",-0.0905154020009167,0.26111777404147
"Solidity_CoV","chullLength_Mean",0.0858244693461459,0.28674332352002
"Max.diameter.um_Max","chullLength_Mean",0.0885208073208895,0.271815478450216
"Max.diameter.um_Min","chullLength_Mean",0.176115857460921,0.0278626645325186
"Max.diameter.um_Mean","chullLength_Mean",0.384590096568728,7.1628788167466e-07
"Max.diameter.um_CoV","chullLength_Mean",-0.00785193848682651,0.922501304971442
"Min.diameter.um_Max","chullLength_Mean",0.0473739944050197,0.55702096758537
"Min.diameter.um_Min","chullLength_Mean",0.178250840235582,0.0259935943421103
"Min.diameter.um_Mean","chullLength_Mean",0.411158350587157,9.72587950176518e-08
